site_number,site,buff_dist,harvest,harvest_2000,harvest_pre2000,pipeline,roads,seismic_lines,veg_edges,wells,lc_agriculture,lc_broadleaf,lc_coniferous,lc_developed,lc_grassland,lc_mixed,lc_shrub
18,LUC_18,1750,0.574586874,0.22853966583987534,0.346047208055832,0.0014669499999999999,0.005717394,0.001191116,0.012776949000000001,0.013468340999999998,0,0.024371246000000003,0.39281453600000005,0,0.027179186999999997,0.009103146999999997,0.546531883
21,LUC_21,1750,0.6874264189999999,0.26003625019328647,0.4273901688283919,0.0014895529999999998,0.0062659,6.65349e-4,0.008690834,0.008528601,0,0.158382612,0.23820585200000002,0.062250441999999996,0,0.002882239,0.538278849
23,LUC_23,1750,0.5219075599999999,0.5219075598751838,0,0.024892436,0.015719742,0.0012819,0.029679737999999997,0.023554847,0,0.044767599,0.6057452500000001,0.140607816,0.08665099899999999,0.0022772800000000004,0.11995105299999999
24,LUC_24,1750,0.22919607,0.08401573848249227,0.1451803313566862,0.024650090000000003,0.014775542,0.001806538,0.027222024999999997,0.030888523,0,0.252536118,0.42596169200000006,0.09890732099999999,0.024831666999999998,0.047128457000000006,0.150634748
26,LUC_26,1750,0.277199477,0.09638000867515464,0.18081946812869074,0.017525131000000003,0.016990230999999998,0.002059576,0.030489777,0.034512532,0,0.2926847490000001,0.444038537,0.11310325200000002,0.029187005999999998,0.042685917000000004,0.07830054000000002
30,LUBF_30,1750,0.08306365300000002,0.08306365289046279,0,0.014204141,0.012040936999999998,0.003752685,0.019364601000000002,0.020029626999999998,0,0.6192050160000001,0.17389373400000002,0.08918141199999999,0.004726137,0.050417175,0.06257652500000001
31,LUC_31,1750,0.3310032579999999,0.15745479385922853,0.1735484645635234,0.010795247,0.012514672000000001,0.002275013,0.030932112999999997,0.016217121,0,0.220080953,0.22678828500000003,0.06136138,0.075739865,0.082741406,0.230255822
35,LUBF_35,1750,0.0015298909999999998,0,0.0015298914555137396,0.022719516999999998,0.009457051000000001,9.117639999999999e-4,0.016277494000000003,0.020216732,0,0.6461580360000001,0.13496907900000002,0.07763901100000001,0.022024108999999997,0.119209755,0
37,LUC_37,1750,0.48057719100000007,0.3579909420481353,0.12258624927472021,0.006986615,0.013370432,0.0020816600000000004,0.024745807999999998,0.016476750999999998,0,0.058294794,0.6940011839999999,0.110748287,0.09905303799999998,0,0.037902692
38,LUC_38,1750,0.199020661,0.147977465217677,0.05104319571150571,0.043295964,0.016542927,0.005536708999999999,0.027861396000000004,0.019594531000000002,0,0.187724371,0.4094584930000001,0.13985245100000002,0.143524768,0.071315849,0.04812407
39,LUS_39,1750,0.28036831200000006,0.07579836615117891,0.20456994588542973,3.1178000000000005e-4,0.00337056,0.002363061,0.005696524999999999,0.006724866,0,0.213576069,0.28739731700000004,0.009325012999999998,0.009271183999999998,0.098540448,0.27296628800000006
42,LUC_42,1750,0.5327299360000002,0.23677399951929803,0.29595593655936175,0.005731086000000001,0.010190967999999998,0.001482818,0.018011161,0.015185863999999999,0,0.150163724,0.518878787,0.09142367600000001,0.17899208100000005,0,0.017758109
44,LUBF_44,1750,0.220672934,0.13279856255386066,0.08787437181471684,0.003249025,0.0028727839999999998,0.003725711,0.003520388,0.01849066,0,0.37093375799999995,0.29157645200000004,0.016955478000000006,0.009902427999999998,0.05166280200000001,0.152102577
45,LUC_45,1750,0.187657732,0.05870815495275855,0.12894957692061698,0.017520985000000003,0.01256161,0.005765114,0.036801223,0.016913561,0,0.184667105,0.40236920700000006,0.082813056,0.065427127,0.048847475999999994,0.206030802
46,LUBF_46,1750,0.09717418500000001,0.09717418471447191,0,0.024388039000000004,0.01017635,0.003967859999999999,0.014168041999999999,0.016852787,0,0.5345138889999999,0.15949924000000007,0.07650203200000001,0.12326309200000002,0.005962164,0.100259582
51,LUC_51,1750,0.31502861500000007,0.1900665778504173,0.12496203710214648,0.007693906,0.004510689,0.007504619999999999,0.012293446999999999,0.010319022,0,0.23963924700000003,0.4678025110000001,0.0539807,0.047238254,0.09640262000000001,0.091894734
55,LUBF_55,1750,0.33890909199999997,0.24684996646097934,0.09205912563630071,0.033078749000000005,0.011823525999999997,0.004156273999999999,0.024407987000000003,0.021433188,0,0.15695164400000003,0.359932496,0.103900837,0.18062260499999996,0.061095672,0.13749674300000003
56,LUS_56,1750,0.34154485199999995,0.22320326995373468,0.11834158198957062,0.010213182,0.007845344,0.00399317,0.011232837,0.017762741,0,0.24770114500000004,0.28329925199999995,0.055778394,0.001748258,0.08810527700000001,0.237522695
58,LUBF_58,1750,0.128613659,0.12861365875140093,0,0.01753386,0.012609868,0.002355358,0.022684454000000003,0.014378597,0,0.40825819900000004,0.36348008700000006,0.10103577500000002,0.057846636,0.05883518000000001,0.010544124
60,LUC_60,1750,0,0,0,0.0423744,0.018282345999999998,0.0034540450000000006,0.038761623,0.022274274,0,0.320104758,0.32950104799999996,0.154976577,0.18282181299999997,0.012595804,0
62,LUBF_62,1750,0.29229015399999997,0.19218822092962798,0.10010193293083791,0.010124076,0.008028864,0.004969081000000001,0.017880602,0.014364711999999998,0,0.30001487000000004,0.25695657800000005,0.110824006,0.012081622,0.125707614,0.127379743
63,LUBF_63,1750,0.013174227000000002,0.01317422650343644,0,0.040616200000000005,0.014741143,0.003365989,0.022564044000000002,0.017709394,0,0.43756425800000004,0.14164343600000004,0.116781695,0.25899252,0.035737396,0.009280695
67,LUBF_67,1750,0.24500779900000003,0.155109829470227,0.08989796946743413,0.028422295,0.012813237,9.36835e-4,0.019700165999999998,0.021199318,0,0.3027935359999999,0.41841794200000004,0.094081083,0.11814598,0.008298943999999999,0.058262514
70,LUS_70,1750,0.180313019,0.18031301894843116,0,0,0,0.012050927,0.002275226,0,0,0,0.25814923799999995,0.021398687000000003,0.011641080999999998,0,0.708810996
74,LUG_74,1750,0.43126874500000006,0.4282794686760617,0.0029892767709839597,0.0024082800000000005,0,0.0035729719999999998,0.002654601,0,0,0.0121351,0.117210806,0.002873665,0.239602856,0,0.628177573
75,LUBF_75,1750,0.11740207700000001,0.09027045799995403,0.0271316186049351,0,0.00425692,0.007283855,0.0016802759999999999,0.001089123,0,0.8093472460000001,0.008605475999999999,0.012505528,0,0.16954175000000002,0
77,LUC_77,1750,0.173389125,0.0819368806642872,0.09145224434806469,0.015098527999999998,0.00918394,0.004648571999999999,0.019449141999999996,0.021638241,0,0.12156646700000001,0.657653187,0.08221124900000001,0.037440113,0.016790553,0.08433843099999999
81,LUBF_81,1750,0.241655774,0.11062158863319672,0.13103418578265502,0.0013668729999999998,0.002410032,0.0037145340000000002,0.008332743,0.004723951,0,0.26505459300000006,0.550218315,0.035016878,0,0.030322290999999998,0.11938792399999998
83,LUBF_83,1750,0.22875657,0.1001614291025845,0.12859514114624504,0,0.003541,0.0039830130000000005,0.003521498,0.001089123,0,0.896330804,0.0058509389999999994,0.025996768,0,0.068946069,0.0028754199999999996
88,LUBF_88,1750,0.22772164,0.22772164012240062,0,0,0.002386493,0.01086241,0.004932731,0.002430031,0,0.38160779100000003,0.15820695400000004,0.04243197,0,0.21888870600000002,0.19886458
94,LUS_94,1750,0.4653624050000001,0.46087705390174927,0.0044853515626600594,0,0.00773902,0.0019498620000000001,0.029226259999999993,9.2306e-4,0,0.6732073049999998,0,0.07363662400000003,0.024228824,0.007170595,0.221756651
95,LUS_95,1750,0.5286955220000001,0.5286955219134855,0,0,4.518100000000001e-4,0.005936121999999999,8.521900000000001e-4,0,0,0.6737478020000001,0.002527296,0.010306567,0,0,0.313418334
99,LUBF_99,1750,0.006761490000000001,0.006761490132936821,0,0.01090703,0.001656991,0.008000737999999999,0.004781091000000001,0.008227874999999999,0,0.691808294,0.12286694700000002,0.024055284000000003,0.046430481999999995,0.017668396000000006,0.097170597
100,LUUK_100,1750,0.45940711600000006,0.023015905704548804,0.3973339294357809,0,0.001807696,0.006425604,0.001807542,0,0,0.9867257380000001,0,0.013274260000000003,0,0,0
104,LUBF_104,1750,0.36253935600000003,0.045489022630986795,0.3149907833078807,0.005115542999999999,4.12099e-4,0.0036559979999999997,9.383469999999999e-4,0.003641663,0,0.891331759,0.026282450000000002,0.006776964999999999,0.027376501,0.013559020000000001,0.034673307000000014
105,LUBF_105,1750,0.184724068,0.045663180075772504,0.13906088822716253,2.4045000000000002e-4,0.003411807,0.008051443999999998,0.0054115629999999994,0.001291192,0,0.808532956,0.07310917700000001,0.024137708999999997,0,0.007530912999999999,0.08668924600000001
107,LUS_107,1750,0.351706471,0.35170647116513937,0,0,0.0038921419999999995,0.0049659069999999994,6.60486e-4,0,0,0.67517745,0.015762134,0.00544659,0.005456636,0.006020942,0.292136248
110,LUC_110,1750,0.22130412,0.22130411997590319,0,0,0.0018207260000000002,0.006086153,0,0.0017035300000000002,0,0.49157031900000003,0.27553810900000003,0,0,0.232891572,0
117,LUC_117,1750,0.11872874100000001,0,0,0.004751328,0.008585421999999999,0.0025511030000000003,0.01620753,0.001325028,0.13394179700000003,0.498532862,0.195686911,0.044479049,0.038396078,0.04303176300000001,0.045931538
118,LUS_118,1750,0.105807958,0.033668227312268206,0.03987358662715453,0,0,0.009374407,0.002504201,0.0010566919999999997,0,0.860530221,0.038885717,0,0.005911572999999999,0.029518204,0.065154286
119,LUAG_119,1750,0.097615498,0,0,0,0.004115956999999999,0.004438525,0.004412241,0.001325034,0.311801176,0.257298633,0.086800214,0.03596954299999999,0.018386810000000003,0.13926280700000002,0.15048081600000002
120,LUS_120,1750,0.16529792100000001,0,0,0,0.0021261250000000004,0.006380231,0.002171193,0.0022788100000000005,0.23442643600000004,0.5991891429999999,0.021696815,0.018500523,0.017599101,0.022179605999999998,0.086408378
121,LUBF_121,1750,0.07574858200000001,0,0,0,0.0036069200000000004,0.009608497999999997,0.004244487,0.002650091,0.004955209999999999,0.9271599120000001,0.01389178,0.025742631999999998,0.01759716,0,0.010653306999999999
124,LUAG_124,1750,0.14568528200000003,0,0,0,0.009883083999999999,6.19951e-4,0.011567983999999998,0.001324983,0.49000164999999996,0.38230240300000007,0,0.06467077900000001,0.004199024,0,0.017777425000000003
125,LUW_125,1750,0.018055166000000004,0,0,0,0.006943728000000001,0.0025566219999999997,0.008925063999999998,0,0.262727515,0.45511716500000005,0.0031479259999999997,0.045033206,0.021044047,0.001561626,0.04158866900000001
130,LUBF_130,1750,0,0,0,0,2.0802e-4,3.8630299999999995e-4,2.0705500000000002e-4,0,0.015997352000000003,0.216878722,0,0.001387528,0.16623315900000002,0,0.04031329200000001
131,LUS_131,1750,0,0,0,0,0,0,0,0,0,0.13384868100000002,0,0,0.024667194000000003,0,0.027446459
132,LUBF_132,1750,0.032137903,0,0,0,0.0068133970000000006,0.0013271020000000001,0.010369157999999998,0,0.357506417,0.380511194,0,0.04864416900000001,0.03363711500000001,0.008053787999999997,0.05689188700000001
136,LUS_136,1750,0,0,0,0,0.0011415120000000001,0,0.0012062309999999999,1.3600000000000002e-5,0.068036869,0.028614748,0,0.006574095,0.21263519300000003,0,0.09806129400000001
137,LUAG_137,1750,0.008229166,0,0,0,0.006214127,0.001500763,0.014171349,0.0027598600000000003,0.218373626,0.43620150700000004,0,0.083278195,0.027598352000000003,0,0.059973245
140,LUBF_140,1750,0,0,0,0.0010868779999999999,0.005953760000000001,9.07732e-4,0.006308997,0,0.24001097300000002,0.17733034400000003,0,0.042446463999999996,0.006379508,0,0.008753525
141,LUC_141,1750,0.23924096900000003,0.15213691211201946,0.08710405711155508,0.009874255000000002,0.0022870500000000005,0.003798947,0.0037807010000000005,0.002641314,0,0.398007704,0.34883878,0.016652755,0.043922125000000006,0.06899457700000002,0.12358406100000001
1,LUD_1,2000,0.3808617650000001,0.1948253779941858,0.18603638668956562,0.005089552,0.008717721,0.006808724,0.015665517000000004,0.016393058,0,0.03495112900000001,0.39789121,0.07716994000000002,0,0,0.48998772400000007
2,LUC_2,2000,0.4755286970000001,0.28386599419678266,0.19166270324771498,0.041996377,0.018852850000000008,0.003831871,0.033154389000000006,0.035936196000000004,0,0.026354884000000006,0.5501294860000001,0.171350277,0.089061976,0.002750628,0.160352748
4,LUC_4,2000,0.25158910700000003,0.2322223713876144,0.019366735561044703,0.03546375599999999,0.016735993,0.007541378,0.028945571000000003,0.033657399000000005,0,0.120067858,0.5756356870000001,0.12769279,0.044899403,0,0.13170426200000002
6,LUS_6,2000,0.42073481300000004,0.24299774023522844,0.1777370731108952,0.025481790000000004,0.013982300999999999,0.00402744,0.022933082999999996,0.022613662,0,0.134921129,0.386393121,0.133001732,0.042543594000000004,0.008687327,0.2943937630000001
10,LUS_10,2000,0.5755218260000001,0.22398017853439978,0.3515416470029199,0.0013362609999999998,0.007967026,7.59121e-4,0.011504447,0.010984180000000001,0,0.135253576,0.375138203,0.05548548599999999,0.004777191000000001,0,0.42934554100000005
12,LUBF_12,2000,0.2983983850000001,0.09340292758766627,0.20499545767549654,0.023465243,0.015630083,0.00262168,0.041414477,0.014547342,0,0.329238023,0.17343918500000005,0.12833413100000002,0.06477664000000002,0.034620077000000006,0.24161039300000003
13,LUC_13,2000,0.586863612,0.18005151399276556,0.4068120983017641,0.006432315,0.012665571999999998,0.0016583189999999997,0.024003453,0.011873621000000001,0,0.267119262,0.381496241,0.098544039,0.04242382700000001,0.007719985,0.20240301300000002
17,LUC_17,2000,0.70333423,0.3189656419348641,0.38436858854316786,0.006138517,0.008572363,4.3705100000000004e-4,0.015361255999999998,0.016069659,0,0.131228657,0.529163207,0.077689299,0.043471303,0,0.21076602100000003
18,LUC_18,2000,0.578876999,0.25721491197989943,0.3216620869503718,0.001428804,0.0054230580000000006,0.001164817,0.011186577,0.012127432,0,0.027857604,0.38296306,0,0.021541859,0.006969597,0.56066788
21,LUC_21,2000,0.66035554399999985,0.26524809803032823,0.39510744615260984,0.003660014,0.006333595000000001,6.32815e-4,0.009738664999999999,0.010935795,0,0.14146485800000003,0.24763863800000002,0.067671519,0,0.011208240999999999,0.5320167419999999
23,LUC_23,2000,0.521157747,0.5211577469695451,0,0.024989155000000002,0.017230888,0.001354489,0.032523795,0.023752665,0,0.04479278,0.5902931909999999,0.14723978200000004,0.095562007,0.0017435420000000003,0.120368698
24,LUC_24,2000,0.28275600700000003,0.11724602786044915,0.1655099795549963,0.021586851,0.013834854,0.001525343,0.025033676,0.032569069,0,0.237520904,0.41247192800000004,0.08769149000000001,0.026161355000000008,0.03645043299999999,0.19970388700000002
26,LUC_26,2000,0.28890335300000003,0.1263125552671477,0.162590798044768,0.017804056000000002,0.016351266000000003,0.0018101640000000002,0.029171539,0.032134133,0,0.27813669300000005,0.446210078,0.11085747299999998,0.027809849999999997,0.04154312100000001,0.095442785
30,LUBF_30,2000,0.09286898399999999,0.09286898398593224,0,0.013666865000000002,0.010847207,0.0031902269999999995,0.018034842,0.019094505999999997,0,0.576501279,0.19241678100000004,0.08456690000000001,0.0037642280000000005,0.058382432,0.084368374
31,LUC_31,2000,0.352859235,0.16170639968439893,0.19115283575976644,0.009520116999999998,0.011643996,0.001919624,0.028838332,0.015487011,0,0.220218502,0.22807360499999998,0.060069899,0.059921024,0.105547427,0.237878173
35,LUBF_35,2000,0.009225597999999998,0.003972811792037106,0.0052527865530087,0.023036254,0.010162833999999997,0.002141352,0.016910948000000002,0.019739523,0,0.6277200740000001,0.14639583800000003,0.08319320000000002,0.025826786999999997,0.11686410000000001,0
37,LUC_37,2000,0.4756928610000001,0.3546770978858253,0.12101576314151416,0.008347750999999999,0.012026151999999998,0.001799175,0.022325623,0.017776461,0,0.06834127000000001,0.696973839,0.099936951,0.100042535,0,0.034705402999999996
38,LUC_38,2000,0.222307861,0.1735744418731813,0.04873341947215315,0.03782782900000001,0.017299049999999996,0.005900176,0.028669217,0.018577848,0,0.19593413200000004,0.407213502,0.136312626,0.121881458,0.06488045499999999,0.073777823
39,LUS_39,2000,0.271285852,0.08590442159217669,0.18538143031531173,0.0034767720000000004,0.0033748349999999996,0.003028162,0.005696331999999999,0.008675022,0,0.258204698,0.28850895900000006,0.010798381999999999,0.022766968,0.086247554,0.23656495100000002
42,LUC_42,2000,0.46091597400000006,0.21686975509607992,0.24404621860772494,0.005360213999999999,0.009260427,0.0029366329999999997,0.016342765999999998,0.016504075,0,0.144600801,0.568515244,0.07920727600000001,0.15177342300000002,0,0.01414428
44,LUBF_44,2000,0.24748860400000003,0.15510809835532902,0.09238050546353405,0.007755451,0.004482482999999999,0.0038587670000000004,0.006841492000000001,0.019145136,0,0.358270027,0.2973731650000001,0.028258074000000005,0.017701901000000003,0.05883333700000001,0.148127123
45,LUC_45,2000,0.20035508200000002,0.07083507569383876,0.12952000676188063,0.019464904000000005,0.014167329000000001,0.005248884,0.039769844,0.015823468,0,0.186397877,0.37689537500000003,0.089403111,0.070198358,0.05371682400000001,0.19219643900000002
46,LUBF_46,2000,0.11249078300000001,0.11249078307645227,0,0.023418681,0.010756257999999998,0.0038958379999999996,0.015311051999999999,0.019788428,0,0.517873884,0.17690685200000003,0.080683821,0.09948128599999999,0.0055476449999999995,0.119506512
51,LUC_51,2000,0.330309687,0.1966732198038853,0.1336364669682877,0.008925437999999997,0.006668771,0.006635098,0.020007389,0.009806305000000001,0,0.22340248100000004,0.4756185630000001,0.061450585999999995,0.04917245700000001,0.100065307,0.08333385
55,LUBF_55,2000,0.34941366100000004,0.256868329838808,0.092545331489806107,0.029517878999999997,0.011847086,0.0038872500000000005,0.023905294000000004,0.022209625,0,0.164327254,0.360120439,0.10170190800000001,0.15004161000000002,0.066160997,0.15756382000000002
56,LUS_56,2000,0.318228041,0.21176799812361213,0.10646004333713543,0.009353229999999999,0.006978872999999999,0.004376184,0.0098589989999999985,0.015880870999999998,0,0.23163638900000003,0.339689712,0.049091260000000005,0.005109912,0.086374508,0.21375602200000002
58,LUBF_58,2000,0.110253431,0.1102534314589648,0,0.015337732,0.012926168999999998,0.002914347,0.023032727999999995,0.013617352999999997,0,0.3941749670000001,0.38704356,0.09616215100000002,0.060412708,0.05413377000000001,0.008072845000000002
60,LUC_60,2000,0.0032581600000000004,0.003258159763369351,0,0.037946417999999996,0.017633609999999997,0.0034817810000000006,0.035765007,0.022431585,0,0.313903615,0.32540027000000005,0.143312128,0.18496458300000002,0.029479217,0.002940188
62,LUBF_62,2000,0.280116434,0.1920085178713921,0.08810791620019612,0.011068523999999998,0.008319262,0.005557746,0.017266338000000003,0.013171671999999999,0,0.27298551300000007,0.2960847880000001,0.10594565400000001,0.018741111,0.10768052100000002,0.13681532700000001
63,LUBF_63,2000,0.011211134999999999,0.011211134703016962,0,0.038029097000000005,0.013775919,0.003498407,0.022217295,0.018143128999999997,0,0.4508825630000001,0.15721293800000005,0.113509605,0.23821857400000002,0.033070785,0.0071055319999999995
67,LUBF_67,2000,0.24536746200000004,0.14628642157185542,0.09908104046789423,0.029167275,0.014626476,0.001437998,0.023164346000000002,0.020540059,0,0.31952275300000005,0.366936874,0.105749168,0.12268553400000001,0.010348860999999999,0.07475681
70,LUS_70,2000,0.186500932,0.18650093220466452,0,0,0,0.010379411,0.001995571,0,0,0,0.24359761200000002,0.017833242999999995,0.018025533000000003,0,0.720543613
74,LUG_74,2000,0.414607248,0.40490589768232244,0.009701349858901219,0.0035259329999999998,0,0.004083506000000001,0.00229772,0,0,0.009290936,0.09442646,0.003432964,0.20417561199999998,0,0.688674029
75,LUBF_75,2000,0.15167684,0.10581285954531375,0.04586398002047312,0,0.0043992829999999995,0.006485546,0.001834232,8.3386e-4,0,0.833182099,0.014634830000000001,0.013885381,0,0.13829769000000003,0
77,LUC_77,2000,0.18235042399999998,0.0895229135600942,0.09282751009552248,0.015793942999999998,0.010006664999999996,0.004629273999999999,0.021201692,0.02370064,0,0.10211733799999999,0.6694806369999999,0.08654127800000001,0.033955173,0.014640987,0.09326459100000001
81,LUBF_81,2000,0.22323404500000002,0.09560544738774454,0.12762859730652298,0.0025153249999999997,0.003346119,0.003985321,0.00980927,0.005733029000000001,0,0.25898392100000006,0.5471902960000001,0.039268507,0,0.03354594599999999,0.121011331
83,LUBF_83,2000,0.21666696000000002,0.1018550305618453,0.114811929558406,0,0.003242084,0.003942607,0.0032334580000000003,8.3386e-4,0,0.87156164,0.017510575000000004,0.023306277,0,0.07603012200000002,0.011591385999999999
88,LUBF_88,2000,0.24912279,0.24912279040209706,0,0,0.002556779,0.011185407999999997,0.004674259999999999,0.0018604929999999997,0,0.4233566290000001,0.145171313,0.04008816900000001,0,0.196666944,0.19471694700000003
94,LUS_94,2000,0.432669212,0.4233817623454286,0.009287449213688568,0,0.007853446,0.001871426,0.028752572,0.0014527399999999999,0,0.684475442,0,0.07099590400000001,0.019541215,0.017329072,0.207658366
95,LUS_95,2000,0.5511099560000001,0.5511099558866787,0,0,3.45917e-4,0.005276688,0.0010800260000000002,0,0,0.6447135809999999,0.005602518999999999,0.014046087,1.6814800000000002e-4,0,0.33546966300000003
99,LUBF_99,2000,0.015919682999999997,0.015919683158269297,0,0.009580197999999998,0.0012686339999999998,0.008112507,0.004020734,0.008986379,0,0.6992103659999999,0.13991512300000003,0.022989084,0.038790073999999994,0.020537756,0.07855759699999999
100,LUUK_100,2000,0.416437147,0.021490922973623705,0.328189279843591,0,0.002530207,0.006015788,0.002528822,0,0,0.981601365,0,0.018398634000000007,0,0,0
104,LUBF_104,2000,0.339670263,0.040549806513795486,0.29472302579546295,0.004369586000000001,5.17455e-4,0.003859662,0.0010426370000000001,0.0034537960000000003,0,0.892797888,0.031138452,0.007933462,0.022621296,0.013968590999999999,0.031540313
105,LUBF_105,2000,0.18974531300000003,0.05734226267226975,0.13240305075748032,4.1312400000000006e-4,0.003386075,0.0068996380000000005,0.004964013,0.0025363679999999998,0,0.8207342330000001,0.082508677,0.023337101,0,0.005765854999999999,0.067654136
107,LUS_107,2000,0.31126330799999996,0.31126330808182895,0,0,0.00323644,0.005418451,0.001640485,0,0,0.6887603839999998,0.03991193,0.010300976,0.004177737,0.0046097840000000005,0.252239189
110,LUC_110,2000,0.17345638600000005,0.17345638626742413,0,0,0.002016206,0.0059647499999999996,0,0.001589917,0,0.525229249,0.27788128200000006,0,0,0.196889469,0
117,LUC_117,2000,0.12321922900000001,0,0,0.003938809999999999,0.008044651,0.003623984,0.015291820999999999,0.001459965,0.14563,0.4881266510000001,0.184758999,0.043424682,0.041014926,0.039588072999999994,0.05745666800000001
118,LUS_118,2000,0.15044318100000004,0.053705599488443105,0.044326552025781736,0,0,0.008620826,0.00223002,8.090290000000001e-4,0,0.800343779,0.065423085,0,0.004645111,0.03522425199999999,0.09436377300000001
119,LUAG_119,2000,0.09404516,0,0,0,0.004616238,0.004950913999999999,0.005223866999999999,0.0010144790000000002,0.30950276900000007,0.289208334,0.098501907,0.035995759999999995,0.016719266999999996,0.11283625300000001,0.137235706
120,LUS_120,2000,0.12668364799999998,0,0,0,0.00245631,0.0069777960000000005,0.0025261169999999996,0.003043455,0.20341658300000004,0.607045469,0.030334884,0.021686254000000002,0.013474645000000002,0.04798653599999999,0.07605563000000001
121,LUBF_121,2000,0.078328829,0,0,1.3400000000000002e-5,0.003208261,0.009929686999999998,0.0036712530000000006,0.0030712150000000004,0.024215986000000002,0.909271205,0.012875606000000001,0.022122269999999996,0.013474645000000002,0,0.018040287999999998
124,LUAG_124,2000,0.140675011,0,0,0,0.008922389,5.38649e-4,0.010783407999999998,0.0010144400000000001,0.48264862000000003,0.38155489200000003,0,0.058572436,0.011388415999999998,0,0.030817883999999997
125,LUW_125,2000,0.030358934000000008,0,0,0,0.006015306999999999,0.002902269,0.007640309,0,0.235033074,0.503910455,0.002651141,0.038688768000000005,0.016111848999999998,0.013280525000000003,0.041632017000000014
130,LUBF_130,2000,2.24307e-4,0,0,0,3.78909e-4,5.573669999999999e-4,3.80221e-4,0,0.023203524,0.226004119,0,0.0025322780000000002,0.13249902200000002,0,0.033744184999999996
131,LUS_131,2000,0,0,0,0,0,0,0,0,0,0.119667764,0,0,0.027784831,0,0.024666247
132,LUBF_132,2000,0.045489845999999994,0,0,0,0.007298927,0.001254357,0.011897937999999999,0,0.374113107,0.3603281750000001,0.001800572,0.055914787,0.037441429,0.010397354,0.053460791
136,LUS_136,2000,8.19024e-4,0,0,0,0.0014271840000000002,0,0.0018282909999999997,0.0011476290000000003,0.070769037,0.027389467,0,0.008192806,0.19365977199999998,0,0.09170369
137,LUAG_137,2000,0.026413315000000007,0,0,0,0.008156502000000001,0.0016965429999999998,0.016295530999999995,0.002113018,0.24294353200000005,0.4167126930000001,0,0.09835456699999999,0.03215921100000001,0,0.06010967800000001
140,LUBF_140,2000,0,0,0,8.32141e-4,0.0057037369999999995,6.949819999999999e-4,0.006595411000000001,0,0.26931924500000004,0.13576854400000002,0,0.045041381,0.0048843110000000006,0,0.011930386999999999
141,LUC_141,2000,0.22112168799999998,0.12240776610582521,0.09871392144277857,0.010587876000000001,0.004338776000000001,0.003345852,0.008906032000000001,0.002022256,0,0.45800480900000007,0.31822458800000003,0.025736825999999997,0.04118044,0.057145825000000004,0.09970751399999998
1,LUD_1,2250,0.372725207,0.19587903274187612,0.1768461744173164,0.006157612,0.008725621,0.0069627660000000004,0.014924696,0.017713613,0,0.05647386800000001,0.39977269700000007,0.07673864000000002,0,0,0.46701479800000006
2,LUC_2,2250,0.4794817710000001,0.2966452507536138,0.18283652016867458,0.038878056,0.018317487000000004,0.003697828,0.03246505499999999,0.037568129,0,0.028878027,0.549058561,0.162853967,0.08077178700000001,0.0021733359999999997,0.17626432300000003
4,LUC_4,2250,0.266732341,0.24895473972284007,0.01777760136225629,0.032716775,0.016121287,0.007722655,0.027316938000000002,0.033186711,0,0.100948727,0.600579434,0.11745694200000001,0.04592827099999999,0,0.135086627
6,LUS_6,2250,0.4073685720000001,0.2429510781812996,0.16441749395908883,0.028681672000000002,0.014841587,0.0039117299999999995,0.024888782999999998,0.023535499,0,0.128471458,0.376096189,0.13834551,0.052045152000000004,0.010126845,0.288932556
10,LUS_10,2250,0.5965765559999999,0.23737193765131395,0.3592046181847434,0.0012648860000000002,0.007001612000000001,7.730619999999999e-4,0.00987914,0.009451715000000001,0,0.133062071,0.37158746400000003,0.052927783,0.0066779709999999996,0,0.43574470900000006
12,LUBF_12,2250,0.321140774,0.1096321862626143,0.2115085876600895,0.024405076000000005,0.015808311,0.002431686,0.041229916,0.013898918,0,0.32281822500000007,0.18765561499999997,0.13011949800000003,0.07002150500000001,0.027354135000000005,0.23621049900000005
13,LUC_13,2250,0.5515412340000001,0.19176274493071396,0.35977848925960615,0.007068267,0.011498788,0.0019132579999999997,0.02170758,0.011951443,0,0.22959193500000002,0.4145249100000001,0.09252494600000001,0.044819373,0.010482835000000001,0.19927834600000002
17,LUC_17,2250,0.6483620609999998,0.2928845948255702,0.3554774663586639,0.005784008,0.007900163,6.631409999999999e-4,0.014126780999999998,0.014165270999999998,0,0.12766076899999998,0.525617777,0.06936571,0.044682083,0,0.20098018500000003
18,LUC_18,2250,0.5927269799999999,0.2691069549816823,0.3236200253774572,0.0012181870000000001,0.005029562,0.0010455600000000003,0.009948207999999998,0.011023212999999999,0,0.02737209,0.368552545,0,0.020085715000000004,0.005506841999999999,0.578482808
21,LUC_21,2250,0.619077106,0.25504737450521914,0.3640297315425892,0.004507497000000001,0.006395036,5.99097e-4,0.010260808,0.010069508,0,0.13388918700000002,0.270558098,0.07012021400000001,0,0.014072542000000002,0.511359959
23,LUC_23,2250,0.5165732279999999,0.516573227700479,0,0.023087345000000002,0.017149579999999998,0.001305879,0.031526384,0.024226218,0,0.045773435999999994,0.5943488,0.138554122,0.09058149699999998,0.0013776139999999999,0.129364533
24,LUC_24,2250,0.32804668000000003,0.15215608353680732,0.17589059624811576,0.018702993,0.013044216,0.001711821,0.023618266,0.030116497999999995,0,0.20669661,0.40383695000000003,0.08302653400000001,0.024123,0.03344892,0.24886798800000004
